_familyId,_id
"003096590","US1028297A19120604"
"002172291","US102804A18700510"
"003096905","US1028612A19120604"
"003096592","US1028299A19120604"
"003096347","US1028054A19120528"
"003096908","US1028615A19120604"
"003096593","US1028300A19120604"
"003096348","US1028055A19120528"
"003096911","US1028618A19120604"
"003096595","US1028302A19120604"
"003096350","US1028057A19120528"
"003096914","US1028621A19120604"
"003096600","US1028307A19120604"
"003096351","US1028058A19120528"
"003096919","US1028626A19120604"
"003096601","US1028308A19120604"
"003096352","US1028059A19120528"
"003096921","US1028628A19120604"
"002172317","US102830A18700510"
"002172292","US102805A18700510"
"002172349","US102862A18700510"
"003096604","US1028311A19120604"
"003096354","US1028061A19120528"
"003096929","US1028636A19120604"
"003096605","US1028312A19120604"
"003096357","US1028064A19120528"
"003096930","US1028637A19120604"
"003096607","US1028314A19120604"
"003096360","US1028067A19120528"
"003096932","US1028639A19120604"
"003096609","US1028316A19120604"
"003096361","US1028068A19120528"
"003096934","US1028641A19120604"
"003096613","US1028320A19120604"
"003096362","US1028069A19120528"
"003096936","US1028643A19120604"
"003096614","US1028321A19120604"
"003096363","US1028070A19120528"
"003096939","US1028646A19120604"
"003096615","US1028322A19120604"
"003096364","US1028071A19120528"
"003096941","US1028648A19120604"
"003096617","US1028324A19120604"
"003096369","US1028076A19120528"
"002172351","US102864A18700510"
"003096618","US1028325A19120604"
"003096370","US1028077A19120528"
"003096946","US1028653A19120604"
"003096622","US1028329A19120604"
"003096371","US1028078A19120528"
"003096949","US1028656A19120604"
"002172319","US102832A18700510"
"003096372","US1028079A19120528"
"003096952","US1028659A19120604"
"003096623","US1028330A19120604"
"003096374","US1028081A19120528"
"003096953","US1028660A19120604"
"003096625","US1028332A19120604"
"003096375","US1028082A19120528"
"003096961","US1028668A19120604"
"003096628","US1028335A19120604"
"003096376","US1028083A19120528"
"003096962","US1028669A19120604"
"003096629","US1028336A19120604"
"003096378","US1028085A19120528"
"003096963","US1028670A19120604"
"003096632","US1028339A19120604"
"002172295","US102808A18700510"
"003096966","US1028673A19120604"
"002172320","US102833A18700510"
"003096384","US1028091A19120528"
"003096967","US1028674A19120604"
"003096636","US1028343A19120604"
"003096388","US1028095A19120604"
"002172354","US102867A18700510"
"003096638","US1028345A19120604"
"003096389","US1028096A19120604"
"003096974","US1028681A19120604"
"003096640","US1028347A19120604"
"003096390","US1028097A19120604"
"003096975","US1028682A19120604"
"003096647","US1028354A19120604"
"003096391","US1028098A19120604"
"003096977","US1028684A19120604"
"003096649","US1028356A19120604"
"025023849","US10280P19980310"
"003096978","US1028685A19120604"
"003096651","US1028358A19120604"
"003096393","US1028100A19120604"
"003096980","US1028687A19120604"
"003096653","US1028360A19120604"
"003096398","US1028105A19120604"
"003096981","US1028688A19120604"
"003096655","US1028362A19120604"
"003096399","US1028106A19120604"
"002172355","US102868A18700510"
"003096659","US1028366A19120604"
"003096400","US1028107A19120604"
"003096983","US1028690A19120604"
"003096660","US1028367A19120604"
"003096401","US1028108A19120604"
"003096985","US1028692A19120604"
"003096661","US1028368A19120604"
"003096402","US1028109A19120604"
"003096987","US1028694A19120604"
"003096662","US1028369A19120604"
"003096403","US1028110A19120604"
"003096988","US1028695A19120604"
"003096669","US1028376A19120604"
"003096404","US1028111A19120604"
"002070608","US10286A18531129"
"003096670","US1028377A19120604"
"003096413","US1028120A19120604"
"025080209","US10286P19980317"
"003096672","US1028379A19120604"
"003096417","US1028124A19120604"
"003096993","US1028700A19120604"
"003096675","US1028382A19120604"
"003096419","US1028126A19120604"
"003096994","US1028701A19120604"
"003096676","US1028383A19120604"
"002172299","US102812A18700510"
"003097003","US1028710A19120604"
"003096677","US1028384A19120604"
"003096423","US1028130A19120604"
"003097004","US1028711A19120604"
"003096679","US1028386A19120604"
"003096428","US1028135A19120604"
"003097008","US1028715A19120604"
"003096682","US1028389A19120604"
"003096430","US1028137A19120604"
"003097011","US1028718A19120604"
"003096684","US1028391A19120604"
"003096440","US1028147A19120604"
"003097014","US1028721A19120604"
"003096685","US1028392A19120604"
"003096448","US1028155A19120604"
"003097016","US1028723A19120604"
"003096686","US1028393A19120604"
"003096449","US1028156A19120604"
"003097017","US1028724A19120604"
"003096687","US1028394A19120604"
"003096450","US1028157A19120604"
"003097018","US1028725A19120604"
"003096698","US1028405A19120604"
"003096452","US1028159A19120604"
"003097020","US1028727A19120604"
"003096702","US1028409A19120604"
"003096454","US1028161A19120604"
"003097027","US1028734A19120604"
"002172327","US102840A18700510"
"003096461","US1028168A19120604"
"003097028","US1028735A19120604"
"003096703","US1028410A19120604"
"003096462","US1028169A19120604"
"003097030","US1028737A19120604"
"003096705","US1028412A19120604"
"003096466","US1028173A19120604"
"003097031","US1028738A19120604"
"003096710","US1028417A19120604"
"003096468","US1028175A19120604"
"003097032","US1028739A19120604"
"003096714","US1028421A19120604"
"003096470","US1028177A19120604"
"003097033","US1028740A19120604"
"003096716","US1028423A19120604"
"003096472","US1028179A19120604"
"003097034","US1028741A19120604"
"003096717","US1028424A19120604"
"003096478","US1028185A19120604"
"003097035","US1028742A19120604"
"003096718","US1028425A19120604"
"003096479","US1028186A19120604"
"003097037","US1028744A19120604"
"003096720","US1028427A19120604"
"003096483","US1028190A19120604"
"003097045","US1028752A19120604"
"003096724","US1028431A19120604"
"003096484","US1028191A19120604"
"003097048","US1028755A19120604"
"003096725","US1028432A19120604"
"003096485","US1028192A19120604"
"003097052","US1028759A19120604"
"003096726","US1028433A19120604"
"002172306","US102819A18700510"
"002172362","US102875A18700510"
"003096727","US1028434A19120604"
"003096495","US1028202A19120604"
"003097054","US1028761A19120604"
"003096731","US1028438A19120604"
"003096496","US1028203A19120604"
"003097055","US1028762A19120604"
"003096732","US1028439A19120604"
"003096503","US1028210A19120604"
"003097057","US1028764A19120604"
"003096736","US1028443A19120604"
"003096505","US1028212A19120604"
"003097058","US1028765A19120604"
"003096738","US1028445A19120604"
"003096509","US1028216A19120604"
"003097059","US1028766A19120604"
"003096739","US1028446A19120604"
"003096513","US1028220A19120604"
"003097062","US1028769A19120604"
"003096741","US1028448A19120604"
"003096516","US1028223A19120604"
"003097077","US1028784A19120604"
"002172331","US102844A18700510"
"003096518","US1028225A19120604"
"003097078","US1028785A19120604"
"003096743","US1028450A19120604"
"003096519","US1028226A19120604"
"003097079","US1028786A19120604"
"003096751","US1028458A19120604"
"003096521","US1028228A19120604"
"003097081","US1028788A19120604"
"003096752","US1028459A19120604"
"003096522","US1028229A19120604"
"003097087","US1028794A19120604"
"002172332","US102845A18700510"
"002172309","US102822A18700510"
"003097090","US1028797A19120604"
"003096756","US1028463A19120604"
"003096523","US1028230A19120604"
"002070609","US10287A18531129"
"003096759","US1028466A19120604"
"003096524","US1028231A19120604"
"025021966","US10287P19980317"
"003096760","US1028467A19120604"
"003096527","US1028234A19120604"
"003097099","US1028806A19120604"
"003096765","US1028472A19120604"
"003096529","US1028236A19120604"
"003097100","US1028807A19120604"
"003096766","US1028473A19120604"
"003096530","US1028237A19120604"
"002172367","US102880A18700510"
"003096778","US1028485A19120604"
"002172310","US102823A18700510"
"003097103","US1028810A19120604"
"003096784","US1028491A19120604"
"003096535","US1028242A19120604"
"003097104","US1028811A19120604"
"003096786","US1028493A19120604"
"003096537","US1028244A19120604"
"003097111","US1028818A19120604"
"003096788","US1028495A19120604"
"003096540","US1028247A19120604"
"003097112","US1028819A19120604"
"003096790","US1028497A19120604"
"003096543","US1028250A19120604"
"003097113","US1028820A19120604"
"003096792","US1028499A19120604"
"003096547","US1028254A19120604"
"003097117","US1028824A19120604"
"002172336","US102849A18700510"
"003096550","US1028257A19120604"
"003097118","US1028825A19120604"
"002070606","US10284A18531129"
"002172312","US102825A18700510"
"003097120","US1028827A19120604"
"003096793","US1028500A19120604"
"003096557","US1028264A19120604"
"002172369","US102882A18700510"
"003096795","US1028502A19120604"
"003096558","US1028265A19120604"
"003097125","US1028832A19120604"
"003096797","US1028504A19120604"
"003096559","US1028266A19120604"
"003097133","US1028840A19120604"
"003096799","US1028506A19120604"
"003096560","US1028267A19120604"
"003097134","US1028841A19120604"
"003096801","US1028508A19120604"
"003096563","US1028270A19120604"
"003097140","US1028847A19120604"
"002172337","US102850A18700510"
"003096569","US1028276A19120604"
"003097142","US1028849A19120611"
"003096806","US1028513A19120604"
"003096570","US1028277A19120604"
"003097145","US1028852A19120611"
"003096811","US1028518A19120604"
"003096572","US1028279A19120604"
"003097148","US1028855A19120611"
"003096812","US1028519A19120604"
"002172314","US102827A18700510"
"003097150","US1028857A19120611"
"003096814","US1028521A19120604"
"003096573","US1028280A19120604"
"003097153","US1028860A19120611"
"003096818","US1028525A19120604"
"003096583","US1028290A19120604"
"003097156","US1028863A19120611"
"003096821","US1028528A19120604"
"003096584","US1028291A19120604"
"003097157","US1028864A19120611"
"003096825","US1028532A19120604"
"003096586","US1028293A19120604"
"003097159","US1028866A19120611"
"003096827","US1028534A19120604"
"003096587","US1028294A19120604"
"003097163","US1028870A19120611"
"002172340","US102853A18700510"
"003096591","US1028298A19120604"
"003097166","US1028873A19120611"
"003096833","US1028540A19120604"
"002172316","US102829A18700510"
"003097167","US1028874A19120611"
"003096835","US1028542A19120604"
"025071617","US10282P19980317"
"003097171","US1028878A19120611"
"003096836","US1028543A19120604"
"003096597","US1028304A19120604"
"003097173","US1028880A19120611"
"003096837","US1028544A19120604"
"003096603","US1028310A19120604"
"003097175","US1028882A19120611"
"003096838","US1028545A19120604"
"003096610","US1028317A19120604"
"003097176","US1028883A19120611"
"003096849","US1028556A19120604"
"003096611","US1028318A19120604"
"003097183","US1028890A19120611"
"003096850","US1028557A19120604"
"003096612","US1028319A19120604"
"003097185","US1028892A19120611"
"003096852","US1028559A19120604"
"003096616","US1028323A19120604"
"003097186","US1028893A19120611"
"002172342","US102855A18700510"
"003096619","US1028326A19120604"
"003097188","US1028895A19120611"
"003096853","US1028560A19120604"
"003096621","US1028328A19120604"
"003097192","US1028899A19120611"
"003096854","US1028561A19120604"
"003096631","US1028338A19120604"
"003097193","US1028900A19120611"
"003096855","US1028562A19120604"
"003096633","US1028340A19120604"
"003097203","US1028910A19120611"
"003096857","US1028564A19120604"
"003096634","US1028341A19120604"
"003097207","US1028914A19120611"
"003096864","US1028571A19120604"
"003096639","US1028346A19120604"
"003097208","US1028915A19120611"
"003096869","US1028576A19120604"
"003096642","US1028349A19120604"
"003097209","US1028916A19120611"
"003096870","US1028577A19120604"
"003096646","US1028353A19120604"
"003097214","US1028921A19120611"
"003096872","US1028579A19120604"
"003096652","US1028359A19120604"
"003097216","US1028923A19120611"
"002172344","US102857A18700510"
"003096656","US1028363A19120604"
"003097222","US1028929A19120611"
"003096879","US1028586A19120604"
"003096657","US1028364A19120604"
"002172379","US102892A18700510"
"003096880","US1028587A19120604"
"003096664","US1028371A19120604"
"003097224","US1028931A19120611"
"003096881","US1028588A19120604"
"003096665","US1028372A19120604"
"003097225","US1028932A19120611"
"003096886","US1028593A19120604"
"003096666","US1028373A19120604"
"003097247","US1028954A19120611"
"003096887","US1028594A19120604"
"003096668","US1028375A19120604"
"003097248","US1028955A19120611"
"003096890","US1028597A19120604"
"002172324","US102837A18700510"
"003097258","US1028965A19120611"
"003096893","US1028600A19120604"
"003096673","US1028380A19120604"
"003097260","US1028967A19120611"
"003096894","US1028601A19120604"
"003096674","US1028381A19120604"
"003097262","US1028969A19120611"
"003096895","US1028602A19120604"
"003096678","US1028385A19120604"
"003097264","US1028971A19120611"
"003096898","US1028605A19120604"
"003096680","US1028387A19120604"
"003097270","US1028977A19120611"
"003096901","US1028608A19120604"
"003096689","US1028396A19120604"
"003097271","US1028978A19120611"
"003096902","US1028609A19120604"
"003096690","US1028397A19120604"
"003097272","US1028979A19120611"
"003096909","US1028616A19120604"
"003096692","US1028399A19120604"
"003097275","US1028982A19120611"
"003096910","US1028617A19120604"
"003096693","US1028400A19120604"
"003097278","US1028985A19120611"
"003096915","US1028622A19120604"
"003096694","US1028401A19120604"
"003097288","US1028995A19120611"
"003096917","US1028624A19120604"
"003096695","US1028402A19120604"
"003097292","US1028999A19120611"
"003096918","US1028625A19120604"
"003096699","US1028406A19120604"
"002061314","US1028A18381210"
"003096920","US1028627A19120604"
"003096700","US1028407A19120604"
"003097293","US1029000A19120611"
"003096924","US1028631A19120604"
"003096704","US1028411A19120604"
"003097298","US1029005A19120611"
"003096927","US1028634A19120604"
"003096707","US1028414A19120604"
"003097300","US1029007A19120611"
"003096935","US1028642A19120604"
"003096709","US1028416A19120604"
"003097301","US1029008A19120611"
"003096944","US1028651A19120604"
"003096711","US1028418A19120604"
"002172388","US102901A18700510"
"003096947","US1028654A19120604"
"003096713","US1028420A19120604"
"003097313","US1029020A19120611"
"003096948","US1028655A19120604"
"003096722","US1028429A19120604"
"003097319","US1029026A19120611"
"002172352","US102865A18700510"
"003096723","US1028430A19120604"
"003097320","US1029027A19120611"
"003096955","US1028662A19120604"
"003096728","US1028435A19120604"
"003097322","US1029029A19120611"
"003096957","US1028664A19120604"
"002172330","US102843A18700510"
"003097323","US1029030A19120611"
"003096959","US1028666A19120604"
"003096734","US1028441A19120604"
"003097328","US1029035A19120611"
"003096960","US1028667A19120604"
"003096737","US1028444A19120604"
"003097329","US1029036A19120611"
"003096968","US1028675A19120604"
"003096747","US1028454A19120604"
"002172390","US102903A18700510"
"003096969","US1028676A19120604"
"003096748","US1028455A19120604"
"003097335","US1029042A19120611"
"003096970","US1028677A19120604"
"003096749","US1028456A19120604"
"003097336","US1029043A19120611"
"003096971","US1028678A19120604"
"003096750","US1028457A19120604"
"003097342","US1029049A19120611"
"003096972","US1028679A19120604"
"003096753","US1028460A19120604"
"002172391","US102904A18700510"
"003096984","US1028691A19120604"
"003096754","US1028461A19120604"
"003097343","US1029050A19120611"
"003096989","US1028696A19120604"
"003096757","US1028464A19120604"
"003097354","US1029061A19120611"
"003096990","US1028697A19120604"
"003096758","US1028465A19120604"
"003097355","US1029062A19120611"
"002172356","US102869A18700510"
"003096761","US1028468A19120604"
"003097356","US1029063A19120611"
"003096995","US1028702A19120604"
"002172333","US102846A18700510"
"003097358","US1029065A19120611"
"003096997","US1028704A19120604"
"003096763","US1028470A19120604"
"003097359","US1029066A19120611"
"003096998","US1028705A19120604"
"003096764","US1028471A19120604"
"002172393","US102906A18700510"
"003097001","US1028708A19120604"
"003096769","US1028476A19120604"
"003097365","US1029072A19120611"
"003097005","US1028712A19120604"
"003096773","US1028480A19120604"
"003097368","US1029075A19120611"
"003097006","US1028713A19120604"
"003096775","US1028482A19120604"
"003097371","US1029078A19120611"
"003097007","US1028714A19120604"
"003096776","US1028483A19120604"
"003097373","US1029080A19120611"
"003097012","US1028719A19120604"
"003096782","US1028489A19120604"
"003097375","US1029082A19120611"
"002172358","US102871A18700510"
"002172335","US102848A18700510"
"003097376","US1029083A19120611"
"003097015","US1028722A19120604"
"003096783","US1028490A19120604"
"003097379","US1029086A19120611"
"003097021","US1028728A19120604"
"003096796","US1028503A19120604"
"003097380","US1029087A19120611"
"002172359","US102872A18700510"
"003096798","US1028505A19120604"
"003097381","US1029088A19120611"
"003097023","US1028730A19120604"
"003096802","US1028509A19120604"
"003097382","US1029089A19120611"
"003097025","US1028732A19120604"
"003096805","US1028512A19120604"
"002172395","US102908A18700510"
"003097026","US1028733A19120604"
"003096807","US1028514A19120604"
"003097384","US1029091A19120611"
"003097036","US1028743A19120604"
"003096808","US1028515A19120604"
"003097387","US1029094A19120611"
"003097039","US1028746A19120604"
"003096809","US1028516A19120604"
"003097389","US1029096A19120611"
"003097040","US1028747A19120604"
"002172338","US102851A18700510"
"003097391","US1029098A19120611"
"003097041","US1028748A19120604"
"003096820","US1028527A19120604"
"003097392","US1029099A19120611"
"003097043","US1028750A19120604"
"002172339","US102852A18700510"
"002070612","US10290A18531129"
"003097051","US1028758A19120604"
"003096823","US1028530A19120604"
"003097393","US1029100A19120611"
"003097053","US1028760A19120604"
"003096829","US1028536A19120604"
"003097397","US1029104A19120611"
"003097060","US1028767A19120604"
"003096830","US1028537A19120604"
"003097399","US1029106A19120611"
"003097063","US1028770A19120604"
"003096831","US1028538A19120604"
"002172397","US102910A18700510"
"003097066","US1028773A19120604"
"003096832","US1028539A19120604"
"003097404","US1029111A19120611"
"003097069","US1028776A19120604"
"003096839","US1028546A19120604"
"003097406","US1029113A19120611"
"003097071","US1028778A19120604"
"003096840","US1028547A19120604"
"003097407","US1029114A19120611"
"003097073","US1028780A19120604"
"003096848","US1028555A19120604"
"003097409","US1029116A19120611"
"003097082","US1028789A19120604"
"003096858","US1028565A19120604"
"003097411","US1029118A19120611"
"003097083","US1028790A19120604"
"003096861","US1028568A19120604"
"003097416","US1029123A19120611"
"003097093","US1028800A19120604"
"003096862","US1028569A19120604"
"003097420","US1029127A19120611"
"003097098","US1028805A19120604"
"002172343","US102856A18700510"
"003097422","US1029129A19120611"
"003097102","US1028809A19120604"
"003096868","US1028575A19120604"
"003097423","US1029130A19120611"
"003097107","US1028814A19120604"
"003096873","US1028580A19120604"
"003097426","US1029133A19120611"
"003097108","US1028815A19120604"
"003096875","US1028582A19120604"
"003097428","US1029135A19120611"
"003097110","US1028817A19120604"
"003096882","US1028589A19120604"
"003097431","US1029138A19120611"
"002172368","US102881A18700510"
"003096888","US1028595A19120604"
"002172400","US102913A18700510"
"003097115","US1028822A19120604"
"002070607","US10285A18531129"
"003097435","US1029142A19120611"
"003097119","US1028826A19120604"
"003096896","US1028603A19120604"
"003097436","US1029143A19120611"
"003097123","US1028830A19120604"
"003096897","US1028604A19120604"
"003097437","US1029144A19120611"
"003097124","US1028831A19120604"
"003096899","US1028606A19120604"
"003097445","US1029152A19120611"
"003097126","US1028833A19120604"
"003096900","US1028607A19120604"
"003097446","US1029153A19120611"
"003097128","US1028835A19120604"
"003096906","US1028613A19120604"
"003097455","US1029162A19120611"
"003097131","US1028838A19120604"
"003096907","US1028614A19120604"
"003097459","US1029166A19120611"
"003097132","US1028839A19120604"
"003096912","US1028619A19120604"
"002172403","US102916A18700510"
"003097135","US1028842A19120604"
"002172348","US102861A18700510"
"003097463","US1029170A19120611"
"003097136","US1028843A19120604"
"003096913","US1028620A19120604"
"003097464","US1029171A19120611"
"003097138","US1028845A19120604"
"003096916","US1028623A19120604"
"003097465","US1029172A19120611"
"003097141","US1028848A19120611"
"003096922","US1028629A19120604"
"003097471","US1029178A19120611"
"002172371","US102884A18700510"
"003096923","US1028630A19120604"
"003097472","US1029179A19120611"
"003097143","US1028850A19120611"
"003096925","US1028632A19120604"
"002172404","US102917A18700510"
"003097144","US1028851A19120611"
"003096926","US1028633A19120604"
"003097473","US1029180A19120611"
"003097149","US1028856A19120611"
"003096928","US1028635A19120604"
"003097474","US1029181A19120611"
"003097151","US1028858A19120611"
"003096931","US1028638A19120604"
"003097476","US1029183A19120611"
"003097152","US1028859A19120611"
"002172350","US102863A18700510"
"002172405","US102918A18700510"
"003097161","US1028868A19120611"
"003096933","US1028640A19120604"
"003097483","US1029190A19120611"
"003097165","US1028872A19120611"
"003096937","US1028644A19120604"
"003097487","US1029194A19120611"
"003097168","US1028875A19120611"
"003096938","US1028645A19120604"
"003097490","US1029197A19120611"
"003097170","US1028877A19120611"
"003096940","US1028647A19120604"
"003097491","US1029198A19120611"
"002172374","US102887A18700510"
"003096942","US1028649A19120604"
"024476971","US10291P19980324"
"003097174","US1028881A19120611"
"003096943","US1028650A19120604"
"003097495","US1029202A19120611"
"003097177","US1028884A19120611"
"003096945","US1028652A19120604"
"003097496","US1029203A19120611"
"003097182","US1028889A19120611"
"003096950","US1028657A19120604"
"003097498","US1029205A19120611"
"002172375","US102888A18700510"
"003096951","US1028658A19120604"
"003097499","US1029206A19120611"
"003097184","US1028891A19120611"
"003096954","US1028661A19120604"
"003097505","US1029212A19120611"
"003097189","US1028896A19120611"
"003096956","US1028663A19120604"
"003097509","US1029216A19120611"
"003097190","US1028897A19120611"
"003096958","US1028665A19120604"
"003097510","US1029217A19120611"
"002070610","US10288A18531129"
"002172353","US102866A18700510"
"003097512","US1029219A19120611"
"025070600","US10288P19980317"
"003096964","US1028671A19120604"
"003097513","US1029220A19120611"
"003097194","US1028901A19120611"
"003096965","US1028672A19120604"
"003097519","US1029226A19120611"
"003097201","US1028908A19120611"
"003096973","US1028680A19120604"
"003097521","US1029228A19120611"
"003097202","US1028909A19120611"
"003096976","US1028683A19120604"
"003097525","US1029232A19120611"
"003097205","US1028912A19120611"
"003096979","US1028686A19120604"
"003097528","US1029235A19120611"
"003097206","US1028913A19120611"
"003096982","US1028689A19120604"
"002172410","US102923A18700510"
"003097210","US1028917A19120611"
"003096986","US1028693A19120604"
"003097533","US1029240A19120611"
"003097213","US1028920A19120611"
"003096991","US1028698A19120604"
"003097538","US1029245A19120611"
"003097217","US1028924A19120611"
"003096992","US1028699A19120604"
"003097539","US1029246A19120611"
"003097220","US1028927A19120611"
"003096996","US1028703A19120604"
"003097543","US1029250A19120611"
"003097223","US1028930A19120611"
"003096999","US1028706A19120604"
"003097548","US1029255A19120611"
"003097226","US1028933A19120611"
"003097000","US1028707A19120604"
"003097549","US1029256A19120611"
"003097228","US1028935A19120611"
"003097002","US1028709A19120604"
"003097551","US1029258A19120611"
"003097229","US1028936A19120611"
"002172357","US102870A18700510"
"003097554","US1029261A19120611"
"003097230","US1028937A19120611"
"003097009","US1028716A19120604"
"003097555","US1029262A19120611"
"003097231","US1028938A19120611"
"003097010","US1028717A19120604"
"003097557","US1029264A19120611"
"003097232","US1028939A19120611"
"003097013","US1028720A19120604"
"003097558","US1029265A19120611"
"003097233","US1028940A19120611"
"003097019","US1028726A19120604"
"002172413","US102926A18700510"
"003097234","US1028941A19120611"
"003097022","US1028729A19120604"
"003097564","US1029271A19120611"
"003097235","US1028942A19120611"
"003097024","US1028731A19120604"
"003097565","US1029272A19120611"
"003097236","US1028943A19120611"
"003097029","US1028736A19120604"
"003097573","US1029280A19120611"
"003097237","US1028944A19120611"
"002172360","US102873A18700510"
"003097574","US1029281A19120611"
"003097240","US1028947A19120611"
"003097038","US1028745A19120604"
"003097575","US1029282A19120611"
"002172381","US102894A18700510"
"003097042","US1028749A19120604"
"003097576","US1029283A19120611"
"003097245","US1028952A19120611"
"002172361","US102874A18700510"
"003097577","US1029284A19120611"
"003097254","US1028961A19120611"
"003097044","US1028751A19120604"
"003097579","US1029286A19120611"
"003097256","US1028963A19120611"
"003097046","US1028753A19120604"
"003097580","US1029287A19120611"
"003097257","US1028964A19120611"
"003097047","US1028754A19120604"
"003097583","US1029290A19120611"
"003097259","US1028966A19120611"
"003097049","US1028756A19120604"
"003097586","US1029293A19120611"
"003097263","US1028970A19120611"
"003097050","US1028757A19120604"
"003097589","US1029296A19120611"
"003097265","US1028972A19120611"
"003097056","US1028763A19120604"
"003097591","US1029298A19120611"
"003097266","US1028973A19120611"
"003097061","US1028768A19120604"
"003097592","US1029299A19120611"
"003097267","US1028974A19120611"
"002172363","US102876A18700510"
"002070614","US10292A18531206"
"003097269","US1028976A19120611"
"003097064","US1028771A19120604"
"003097593","US1029300A19120611"
"003097273","US1028980A19120611"
"003097065","US1028772A19120604"
"003097597","US1029304A19120611"
"003097274","US1028981A19120611"
"003097067","US1028774A19120604"
"003097602","US1029309A19120611"
"003097277","US1028984A19120611"
"003097068","US1028775A19120604"
"002172417","US102930A18700510"
"003097279","US1028986A19120611"
"003097070","US1028777A19120604"
"003097608","US1029315A19120611"
"003097282","US1028989A19120611"
"003097072","US1028779A19120604"
"003097622","US1029329A19120611"
"003097283","US1028990A19120611"
"002172364","US102877A18700510"
"003097630","US1029337A19120611"
"003097284","US1028991A19120611"
"003097074","US1028781A19120604"
"003097631","US1029338A19120611"
"003097285","US1028992A19120611"
"003097075","US1028782A19120604"
"002172420","US102933A18700510"
"003097286","US1028993A19120611"
"003097076","US1028783A19120604"
"003097636","US1029343A19120611"
"003097290","US1028997A19120611"
"003097080","US1028787A19120604"
"003097641","US1029348A19120611"
"003097291","US1028998A19120611"
"002172365","US102878A18700510"
"003097642","US1029349A19120611"
"002070611","US10289A18531129"
"003097084","US1028791A19120604"
"003097644","US1029351A19120611"
"024331135","US10289P19980317"
"003097085","US1028792A19120604"
"003097648","US1029355A19120611"
"003097294","US1029001A19120611"
"003097086","US1028793A19120604"
"003097649","US1029356A19120611"
"003097299","US1029006A19120611"
"003097088","US1028795A19120604"
"003097654","US1029361A19120611"
"003097306","US1029013A19120611"
"003097089","US1028796A19120604"
"003097660","US1029367A19120611"
"003097307","US1029014A19120611"
"003097091","US1028798A19120604"
"003097661","US1029368A19120611"
"003097314","US1029021A19120611"
"003097092","US1028799A19120604"
"003097662","US1029369A19120611"
"003097315","US1029022A19120611"
"002172366","US102879A18700510"
"003097663","US1029370A19120611"
"003097317","US1029024A19120611"
"003097094","US1028801A19120604"
"003097665","US1029372A19120611"
"003097318","US1029025A19120611"
"003097095","US1028802A19120604"
"003097666","US1029373A19120611"
"003097321","US1029028A19120611"
"003097096","US1028803A19120604"
"003097670","US1029377A19120611"
"002172389","US102902A18700510"
"003097097","US1028804A19120604"
"003097672","US1029379A19120611"
"003097325","US1029032A19120611"
"003097101","US1028808A19120604"
"003097679","US1029386A19120611"
"003097330","US1029037A19120611"
"003097105","US1028812A19120604"
"003097681","US1029388A19120611"
"003097332","US1029039A19120611"
"003097106","US1028813A19120604"
"003097682","US1029389A19120611"
"003097333","US1029040A19120611"
"003097109","US1028816A19120604"
"002172425","US102938A18700510"
"003097337","US1029044A19120611"
"003097114","US1028821A19120604"
"003097683","US1029390A19120611"
"003097340","US1029047A19120611"
"003097116","US1028823A19120604"
"003097687","US1029394A19120611"
"003097346","US1029053A19120611"
"003097121","US1028828A19120604"
"003097692","US1029399A19120611"
"003097349","US1029056A19120611"
"003097122","US1028829A19120604"
"002070615","US10293A18531206"
"003097352","US1029059A19120611"
"003097127","US1028834A19120604"
"003097698","US1029405A19120611"
"002172392","US102905A18700510"
"003097129","US1028836A19120604"
"003097701","US1029408A19120611"
"003097353","US1029060A19120611"
"003097130","US1028837A19120604"
"003097704","US1029411A19120611"
"003097357","US1029064A19120611"
"002172370","US102883A18700510"
"003097705","US1029412A19120611"
"003097369","US1029076A19120611"
"003097137","US1028844A19120604"
"003097707","US1029414A19120611"
"003097372","US1029079A19120611"
"003097139","US1028846A19120604"
"003097709","US1029416A19120611"
"002172394","US102907A18700510"
"003097146","US1028853A19120611"
"003097712","US1029419A19120611"
"003097374","US1029081A19120611"
"003097147","US1028854A19120611"
"003097714","US1029421A19120611"
"003097377","US1029084A19120611"
"002172372","US102885A18700510"
"003097720","US1029427A19120611"
"003097383","US1029090A19120611"
"003097154","US1028861A19120611"
"003097721","US1029428A19120611"
"003097385","US1029092A19120611"
"003097155","US1028862A19120611"
"003097724","US1029431A19120611"
"003097386","US1029093A19120611"
"003097158","US1028865A19120611"
"003097728","US1029435A19120611"
"003097388","US1029095A19120611"
"003097160","US1028867A19120611"
"003097729","US1029436A19120611"
"003097390","US1029097A19120611"
"003097162","US1028869A19120611"
"003097733","US1029440A19120611"
"002172396","US102909A18700510"
"002172373","US102886A18700510"
"003097734","US1029441A19120611"
"024331139","US10290P19980317"
"003097164","US1028871A19120611"
"003097736","US1029443A19120611"
"003097394","US1029101A19120611"
"003097169","US1028876A19120611"
"003097737","US1029444A19120611"
"003097395","US1029102A19120611"
"003097172","US1028879A19120611"
"003097740","US1029447A19120611"
"003097400","US1029107A19120611"
"003097178","US1028885A19120611"
"003097741","US1029448A19120611"
"003097401","US1029108A19120611"
"003097179","US1028886A19120611"
"002172431","US102944A18700510"
"003097403","US1029110A19120611"
"003097180","US1028887A19120611"
"003097745","US1029452A19120611"
"003097408","US1029115A19120611"
"003097181","US1028888A19120611"
"003097747","US1029454A19120611"
